station_id,station_name,basin,country,latitude,longitude,date,year,month,day,day_of_year,rainfall_mm,river_level_m,soil_moisture_percent,temperature_celsius,flood_risk_score,flood_event_occurred,severity_level,season,monsoon_season,data_quality_score
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2024-12-23,2024,12,23,358,11.01,3.78,23.16,22.05,3.12,0,Moderate,Winter,0,0.968
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2021-04-08,2021,4,8,98,8.87,5.04,27.24,11.63,3.36,0,Moderate,Spring,0,0.947
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2006-06-23,2006,6,23,174,17.69,8.15,48.91,22.92,5.17,0,High,Summer,1,0.913
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2013-01-05,2013,1,5,5,2.71,2.82,19.55,20.85,1.37,0,Low,Winter,0,0.974
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-04-05,2003,4,5,95,13.23,5.87,32.41,11.25,3.81,0,Moderate,Spring,0,0.958
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-10-07,2013,10,7,280,36.4,8.64,60.75,35.59,6.24,0,High,Autumn,1,0.889
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2011-09-25,2011,9,25,268,28.96,6.22,52.87,37.77,4.49,0,Moderate,Autumn,1,0.987
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-10-12,2004,10,12,286,34.68,7.81,53.42,34.14,5.04,0,High,Autumn,1,0.986
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2000-10-15,2000,10,15,289,34.58,6.44,68.24,33.82,5.58,0,High,Autumn,1,0.901
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2006-10-26,2006,10,26,299,35.62,8.32,51.13,34.05,5.53,0,High,Autumn,1,0.892
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-05-26,2016,5,26,147,12.81,5.96,34.93,17.72,3.69,0,Moderate,Spring,0,0.883
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-03-18,2023,3,18,77,10.68,3.97,18.51,10.32,2.26,0,Low,Spring,0,0.935
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-03-01,2015,3,1,60,10.44,3.53,21.66,8.93,2.51,0,Low,Spring,0,0.944
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-06-25,2021,6,25,176,19.74,6.43,42.94,24.68,4.23,0,Moderate,Summer,1,0.894
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-03-23,2008,3,23,83,14.26,4.31,27.41,7.9,3.63,0,Moderate,Spring,0,0.881
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-05-20,2002,5,20,140,3.71,5.03,32.76,16.06,3.3,0,Moderate,Spring,0,0.961
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-07-18,2021,7,18,199,21.88,6.29,51.01,28.23,4.77,0,Moderate,Summer,1,0.935
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2007-06-26,2007,6,26,177,17.44,7.66,46.74,22.9,4.18,0,Moderate,Summer,1,0.977
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-12-23,2012,12,23,358,5.49,3.0,26.32,21.18,1.56,0,Low,Winter,0,0.881
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-01-17,2012,1,17,17,2.49,3.63,18.04,13.37,2.32,0,Low,Winter,0,0.88
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2023-05-03,2023,5,3,123,10.5,7.09,38.5,12.73,3.71,0,Moderate,Spring,0,0.893
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-09-08,2002,9,8,251,32.01,7.91,57.2,37.58,5.34,0,High,Autumn,1,0.888
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-07-29,2008,7,29,211,22.77,6.5,49.46,28.79,4.56,0,Moderate,Summer,1,0.911
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-09-07,2016,9,7,251,32.89,9.73,59.38,36.28,6.25,0,High,Autumn,1,0.942
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-10-29,2014,10,29,302,32.6,7.78,61.92,35.09,5.27,0,High,Autumn,1,0.971
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-10-13,2011,10,13,286,32.99,7.24,57.59,29.39,5.22,0,High,Autumn,1,0.885
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2007-06-12,2007,6,12,163,17.2,8.07,48.59,20.72,4.02,0,Moderate,Summer,1,0.935
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2015-06-10,2015,6,10,161,18.53,7.56,45.75,21.5,4.69,0,Moderate,Summer,1,0.898
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2008-07-03,2008,7,3,185,23.36,6.64,58.09,25.62,4.66,0,Moderate,Summer,1,0.915
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-09-18,2010,9,18,261,29.64,8.12,50.48,38.6,5.78,0,High,Autumn,1,0.906
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-08-05,2000,8,5,218,25.72,6.24,54.8,30.01,5.17,0,High,Summer,1,0.895
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-01-01,2002,1,1,1,13.86,4.02,23.4,21.58,3.53,0,Moderate,Winter,0,0.956
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2021-11-25,2021,11,25,329,4.01,3.61,30.38,27.66,3.02,0,Moderate,Autumn,0,0.889
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-11-01,2003,11,1,305,8.08,4.42,29.93,32.98,3.48,0,Moderate,Autumn,0,0.944
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-01-02,2008,1,2,2,4.34,2.94,13.99,19.61,1.56,0,Low,Winter,0,0.953
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-08-25,2018,8,25,237,150.94,27.34,100.0,35.5,9.12,1,Extreme,Summer,1,0.969
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-08-07,2023,8,7,219,26.02,7.24,52.61,33.54,4.85,0,Moderate,Summer,1,0.953
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-04-03,2001,4,3,93,20.53,8.03,31.64,11.55,4.21,0,Moderate,Spring,0,0.979
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-03-23,2002,3,23,82,5.13,2.74,19.79,7.46,2.08,0,Low,Spring,0,0.968
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2011-12-11,2011,12,11,345,3.61,2.41,22.64,27.55,1.69,0,Low,Winter,0,0.905
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-07-13,2009,7,13,194,29.01,7.63,51.96,25.86,4.54,0,Moderate,Summer,1,0.986
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-12-16,2012,12,16,351,7.6,2.57,24.85,22.55,2.28,0,Low,Winter,0,0.986
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2010-04-19,2010,4,19,109,3.29,4.81,22.27,9.01,3.3,0,Moderate,Spring,0,0.971
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-07-25,2009,7,25,206,21.39,5.95,49.46,31.28,4.54,0,Moderate,Summer,1,0.92
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2006-12-16,2006,12,16,350,4.27,3.31,21.63,24.85,2.03,0,Low,Winter,0,0.886
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-01-17,2015,1,17,17,5.24,2.75,10.22,15.95,1.89,0,Low,Winter,0,0.983
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-11-24,2018,11,24,328,3.54,3.18,28.57,31.53,1.47,0,Low,Autumn,0,0.917
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-07-04,2009,7,4,185,22.24,6.16,44.49,27.17,4.94,0,Moderate,Summer,1,0.903
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-07-10,2000,7,10,192,20.58,6.08,57.91,27.46,4.57,0,Moderate,Summer,1,0.906
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2024-02-16,2024,2,16,47,3.32,2.51,15.1,10.48,2.06,0,Low,Winter,0,0.94
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-04-21,2009,4,21,111,3.89,5.98,22.56,12.38,2.66,0,Low,Spring,0,0.881
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2020-05-08,2020,5,8,129,3.15,5.17,33.64,16.79,3.55,0,Moderate,Spring,0,0.886
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-07-14,2008,7,14,196,392.53,39.77,100.0,30.32,9.02,1,Extreme,Summer,1,0.901
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-09-05,2018,9,5,248,30.29,7.11,52.87,39.16,4.56,0,Moderate,Autumn,1,0.985
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2006-11-01,2006,11,1,305,8.36,3.81,30.66,33.89,2.38,0,Low,Autumn,0,0.927
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-12-01,2017,12,1,335,4.31,2.66,21.7,27.05,2.23,0,Low,Winter,0,0.964
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-10-12,2017,10,12,285,36.08,7.82,54.9,34.34,5.75,0,High,Autumn,1,0.948
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2008-12-28,2008,12,28,363,8.67,3.03,22.95,21.89,1.95,0,Low,Winter,0,0.951
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2023-03-15,2023,3,15,74,6.73,2.21,19.16,11.0,1.68,0,Low,Spring,0,0.913
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-12-24,2010,12,24,358,3.91,3.65,23.08,19.89,2.39,0,Low,Winter,0,0.909
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2011-05-22,2011,5,22,142,9.73,6.14,30.99,15.73,3.01,0,Moderate,Spring,0,0.971
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-09-28,2001,9,28,271,30.63,8.89,53.04,36.24,6.33,0,High,Autumn,1,0.929
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-09-01,2024,9,1,245,30.97,7.25,58.42,34.88,5.23,0,High,Autumn,1,0.984
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-05-16,2012,5,16,137,8.2,5.26,28.77,15.24,2.66,0,Low,Spring,0,0.88
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-03-04,2017,3,4,63,10.71,3.75,24.44,9.64,2.53,0,Low,Spring,0,0.909
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2024-03-07,2024,3,7,67,7.34,3.09,17.03,9.32,2.41,0,Low,Spring,0,0.935
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-10-27,2001,10,27,300,32.82,8.64,56.45,34.03,6.18,0,High,Autumn,1,0.934
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2007-04-05,2007,4,5,95,18.62,7.75,36.78,9.66,4.5,0,Moderate,Spring,0,0.972
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-10-28,2016,10,28,302,34.45,7.28,51.69,30.56,5.21,0,High,Autumn,1,0.972
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-12-25,2015,12,25,359,5.3,3.19,28.61,22.45,3.11,0,Moderate,Winter,0,0.935
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-11-20,2020,11,20,325,5.16,3.22,30.76,30.23,2.94,0,Low,Autumn,0,0.989
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-11-08,2010,11,8,312,7.98,3.46,29.54,29.3,2.3,0,Low,Autumn,0,0.907
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2019-08-21,2019,8,21,233,26.83,6.66,60.13,36.95,4.61,0,Moderate,Summer,1,0.984
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2006-09-18,2006,9,18,261,32.66,8.01,63.73,35.92,6.17,0,High,Autumn,1,0.949
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-01-31,2023,1,31,31,10.3,3.23,18.02,13.1,2.64,0,Low,Winter,0,0.948
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-12-27,2005,12,27,361,6.68,3.0,27.81,21.43,1.93,0,Low,Winter,0,0.926
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-06-27,2005,6,27,178,20.7,7.17,43.56,27.37,3.99,0,Moderate,Summer,1,0.92
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2024-11-11,2024,11,11,316,15.48,4.55,34.97,29.77,2.83,0,Low,Autumn,0,0.982
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-08-30,2002,8,30,242,25.07,6.43,60.58,33.51,4.56,0,Moderate,Summer,1,0.885
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-07-18,2014,7,18,199,23.93,5.53,51.01,29.35,4.44,0,Moderate,Summer,1,0.909
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-03-28,2006,3,28,87,2.93,3.0,20.03,9.94,1.73,0,Low,Spring,0,0.952
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-02-01,2011,2,1,32,14.24,3.91,27.12,14.0,2.97,0,Low,Winter,0,0.927
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-07-20,2020,7,20,202,22.87,6.25,56.67,30.15,4.93,0,Moderate,Summer,1,0.889
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-05-04,2012,5,4,125,6.6,5.72,28.99,10.77,2.75,0,Low,Spring,0,0.926
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2009-07-11,2009,7,11,192,22.76,5.72,47.38,26.28,4.5,0,Moderate,Summer,1,0.901
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2011-11-23,2011,11,23,327,3.05,3.06,30.34,30.44,2.15,0,Low,Autumn,0,0.901
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2020-11-07,2020,11,7,312,14.65,5.0,33.75,30.68,3.69,0,Moderate,Autumn,0,0.919
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-01-15,2001,1,15,15,5.17,2.96,21.92,15.29,2.53,0,Low,Winter,0,0.907
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2016-09-02,2016,9,2,246,29.91,5.75,55.21,34.05,4.22,0,Moderate,Autumn,1,0.974
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-03-04,2004,3,4,64,9.36,3.58,23.59,7.28,2.5,0,Low,Spring,0,0.896
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-03-14,2013,3,14,73,5.34,2.87,19.87,8.11,2.43,0,Low,Spring,0,0.942
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-03-31,2009,3,31,90,5.91,2.53,13.55,8.04,1.96,0,Low,Spring,0,0.936
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-01-02,2002,1,2,2,4.69,2.96,15.5,17.79,1.86,0,Low,Winter,0,0.919
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-10-18,2024,10,18,292,33.28,5.59,42.45,35.15,5.26,0,High,Autumn,1,0.949
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-02-10,2014,2,10,41,6.19,2.92,18.37,17.0,1.17,0,Low,Winter,0,0.889
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2022-06-27,2022,6,27,178,18.72,7.62,43.99,23.53,5.35,0,High,Summer,1,0.919
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2010-11-30,2010,11,30,334,10.62,3.62,35.43,28.56,2.94,0,Low,Autumn,0,0.958
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-05-06,2001,5,6,126,4.34,6.06,29.08,12.83,3.28,0,Moderate,Spring,0,0.952
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-05-30,2009,5,30,150,6.16,5.27,29.69,20.34,2.94,0,Low,Spring,0,0.976
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-01-04,2011,1,4,4,4.14,2.85,20.8,22.22,2.1,0,Low,Winter,0,0.938
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-11-20,2023,11,20,324,3.71,2.9,23.5,29.25,2.76,0,Low,Autumn,0,0.959
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-05-12,2009,5,12,132,11.48,7.1,33.84,12.9,4.02,0,Moderate,Spring,0,0.959
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-12-15,2005,12,15,349,5.69,2.25,20.22,24.23,2.23,0,Low,Winter,0,0.951
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2000-02-07,2000,2,7,38,4.69,2.22,17.38,14.06,1.75,0,Low,Winter,0,0.939
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-04-03,2002,4,3,93,26.32,7.54,37.31,9.85,4.97,0,Moderate,Spring,0,0.949
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2007-11-24,2007,11,24,328,5.57,3.31,30.1,26.29,1.31,0,Low,Autumn,0,0.976
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-02-08,2019,2,8,39,4.22,2.06,13.31,13.35,2.19,0,Low,Winter,0,0.983
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-06-01,2021,6,1,152,18.62,6.24,44.76,17.43,5.15,0,High,Summer,1,0.925
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2010-10-22,2010,10,22,295,33.53,8.99,54.8,33.74,5.71,0,High,Autumn,1,0.888
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2011-07-22,2011,7,22,203,22.78,6.13,55.18,32.19,4.93,0,Moderate,Summer,1,0.949
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2010-04-04,2010,4,4,94,6.93,4.8,26.86,11.71,3.65,0,Moderate,Spring,0,0.954
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-05-22,2016,5,22,143,3.65,5.79,25.96,16.55,3.43,0,Moderate,Spring,0,0.959
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-07-22,2009,7,22,203,20.96,5.8,52.3,30.83,4.24,0,Moderate,Summer,1,0.885
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-01-01,2011,1,1,1,7.37,2.81,25.53,20.32,2.75,0,Low,Winter,0,0.902
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-03-01,2023,3,1,60,3.66,2.72,16.82,10.57,1.95,0,Low,Spring,0,0.891
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-09-05,2005,9,5,248,30.5,7.69,56.72,35.95,5.33,0,High,Autumn,1,0.914
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2021-07-30,2021,7,30,211,23.28,6.19,49.03,31.76,4.48,0,Moderate,Summer,1,0.925
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2007-03-16,2007,3,16,75,11.88,4.37,20.67,8.15,2.59,0,Low,Spring,0,0.911
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-01-09,2018,1,9,9,9.96,3.81,25.38,21.76,3.02,0,Moderate,Winter,0,0.95
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-09-30,2003,9,30,273,28.84,8.05,63.07,36.96,5.44,0,High,Autumn,1,0.926
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-09-04,2016,9,4,248,28.79,6.95,61.6,34.85,5.49,0,High,Autumn,1,0.953
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2008-06-24,2008,6,24,176,17.54,7.52,42.54,21.0,4.37,0,Moderate,Summer,1,0.902
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-02-26,2010,2,26,57,11.67,3.06,20.47,7.15,2.97,0,Low,Winter,0,0.936
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-07-09,2023,7,9,190,22.41,6.04,48.66,26.64,4.07,0,Moderate,Summer,1,0.908
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-02-16,2023,2,16,47,15.77,4.2,20.47,9.33,2.9,0,Low,Winter,0,0.971
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-05-13,2018,5,13,133,2.22,5.2,17.32,10.56,2.12,0,Low,Spring,0,0.884
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-04-21,2018,4,21,111,3.99,3.06,14.2,10.19,2.13,0,Low,Spring,0,0.983
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2023-02-16,2023,2,16,47,7.53,2.69,17.73,10.77,2.16,0,Low,Winter,0,0.964
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-04-15,2001,4,15,105,5.92,5.76,31.09,8.32,3.16,0,Moderate,Spring,0,0.959
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-04-19,2018,4,19,109,5.42,5.99,27.96,10.83,3.14,0,Moderate,Spring,0,0.986
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-02-27,2020,2,27,58,3.44,2.42,17.02,6.74,1.34,0,Low,Winter,0,0.972
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-04-23,2003,4,23,113,11.28,7.06,34.47,9.54,3.96,0,Moderate,Spring,0,0.904
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2022-11-10,2022,11,10,314,11.39,4.7,34.68,30.25,3.41,0,Moderate,Autumn,0,0.95
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2022-01-12,2022,1,12,12,16.82,3.95,23.47,19.3,3.14,0,Moderate,Winter,0,0.941
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-10-29,2015,10,29,302,32.21,8.11,59.57,35.91,5.67,0,High,Autumn,1,0.958
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2021-11-04,2021,11,4,308,11.01,4.03,28.32,29.84,2.96,0,Low,Autumn,0,0.949
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-02-08,2004,2,8,39,4.91,2.71,12.91,11.97,1.84,0,Low,Winter,0,0.895
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2024-01-20,2024,1,20,20,4.82,3.02,22.67,16.41,2.49,0,Low,Winter,0,0.963
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-05-01,2012,5,1,122,8.92,6.96,34.25,13.64,2.93,0,Low,Spring,0,0.884
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-08-27,2003,8,27,239,30.06,5.51,53.26,38.49,4.13,0,Moderate,Summer,1,0.894
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2021-02-27,2021,2,27,58,3.62,2.92,16.66,12.71,1.62,0,Low,Winter,0,0.926
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-03-18,2014,3,18,77,3.14,3.11,21.26,10.4,2.1,0,Low,Spring,0,0.972
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2012-01-21,2012,1,21,21,2.64,2.37,18.54,14.75,1.48,0,Low,Winter,0,0.971
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-06-01,2024,6,1,153,18.53,8.74,46.28,21.82,4.81,0,Moderate,Summer,1,0.977
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2019-12-03,2019,12,3,337,4.52,3.6,23.15,24.14,1.32,0,Low,Winter,0,0.917
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-04-05,2013,4,5,95,8.67,4.93,21.35,7.36,2.41,0,Low,Spring,0,0.941
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2012-02-18,2012,2,18,49,16.41,3.47,20.51,15.28,2.48,0,Low,Winter,0,0.957
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-06-17,2000,6,17,169,17.08,7.7,41.43,19.34,4.46,0,Moderate,Summer,1,0.934
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-01-18,2001,1,18,18,9.41,2.98,20.61,18.13,2.09,0,Low,Winter,0,0.948
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2000-10-05,2000,10,5,279,31.29,8.98,54.69,37.78,5.39,0,High,Autumn,1,0.896
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2024-03-08,2024,3,8,68,8.95,3.38,20.57,11.37,2.75,0,Low,Spring,0,0.978
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2004-11-01,2004,11,1,306,7.35,3.92,33.91,31.87,2.68,0,Low,Autumn,0,0.978
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-11-12,2000,11,12,317,8.13,3.31,32.03,31.8,3.01,0,Moderate,Autumn,0,0.984
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-09-12,2003,9,12,255,29.41,7.7,62.64,35.38,5.37,0,High,Autumn,1,0.946
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2000-11-19,2000,11,19,324,17.27,4.21,30.34,29.53,3.18,0,Moderate,Autumn,0,0.973
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-01-02,2018,1,2,2,9.31,3.83,28.04,17.77,3.23,0,Moderate,Winter,0,0.95
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-08-22,2020,8,22,235,613.15,61.66,100.0,35.86,9.0,1,Extreme,Summer,1,0.904
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-01-28,2017,1,28,28,10.46,3.29,18.73,14.42,1.94,0,Low,Winter,0,0.969
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-11-19,2011,11,19,323,11.33,4.59,32.27,29.83,2.67,0,Low,Autumn,0,0.988
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2000-05-09,2000,5,9,130,3.01,4.99,36.63,10.75,2.82,0,Low,Spring,0,0.886
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-08-04,2003,8,4,216,24.93,7.84,60.25,32.15,5.36,0,High,Summer,1,0.986
